Part No.,Part Description,Vehicle Identification No.(VIN),Supplier,Defect Code,Defect Description/Reason,Service Cost($),Replacement Cost,Claim Value($),Possible Causes,Responsibility,Possible Causes Source,Claim Source,Claim Source
28392736,Oxygen Sensor,2HGBK41JXMN136204,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$85.00,$660.00,$575.00,Open/shorted HO2S circuit,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392737,Oxygen Sensor,2HGBK41JXMN136205,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00,Corrosion or incorrect harness connections,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392738,Oxygen Sensor,2HGBK41JXMN136206,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$85.00,$675.00,$590.00,Damaged HO2S,Supplier,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392739,Oxygen Sensor,9HGBK41JXMN136191,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$85.00,$675.00,$590.00,Damaged powertrain control module (PCM),Supplier,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392740,Oxygen Sensor,9HGBK41JXMN136192,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00,"Fuel System:
Excessive fuel pressure ",Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392741,Oxygen Sensor,9HGBK41JXMN136193,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Leaking/contaminated fuel injectors,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392742,Oxygen Sensor,9HGBK41JXMN136194,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$60.00,$249.00,$189.00,Leaking fuel pressure regulator,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392743,Oxygen Sensor,9HGBK41JXMN136195,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Low fuel pressure or running out of fuel,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392744,Oxygen Sensor,9HGBK41JXMN136196,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Vapor recovery system,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392745,Oxygen Sensor,9HGBK41JXMN136197,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00,"Intake Air System:
Air leaks after the mass air flow (MAF) sensor",Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392746,Oxygen Sensor,9HGBK41JXMN136198,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Vacuum leaks,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392747,Oxygen Sensor,9HGBK41JXMN136199,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$85.00,$660.00,$575.00,Positive crankcase ventilation (PCV) system,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392748,Oxygen Sensor,9HGBK41JXMN136200,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00,Improperly seated engine oil dipstick,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392749,Oxygen Sensor,9HGBK41JXMN136201,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00,Leaking gasket,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392750,Oxygen Sensor,9HGBK41JXMN136202,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00,Leaking diaphragm or EGR vacuum regulator,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392751,Oxygen Sensor,9HGBK41JXMN136203,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$669.00,$575.00, Stuck EGR valve,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392752,Oxygen Sensor,9HGBK41JXMN136204,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Oil overfill,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392753,Oxygen Sensor,9HGBK41JXMN136205,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$113.00,$689.00,$576.00,Camshaft timing,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392754,Oxygen Sensor,9HGBK41JXMN136206,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$75.00,$360.00,$285.00,Cylinder compression,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392755,Oxygen Sensor,7HGBK41JXMN136191,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$94.00,$534.00,$440.00, Exhaust leaks before or near the HO2S(s),Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392756,Oxygen Sensor,7HGBK41JXMN136192,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$534.00,$440.00,"Electrical:
Short to VPWR in the harness or HO2S",Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392757,Oxygen Sensor,7HGBK41JXMN136193,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Water in the harness connector,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392758,Oxygen Sensor,7HGBK41JXMN136194,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$655.00,$575.00,Open/shorted HO2S circuit,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392759,Oxygen Sensor,7HGBK41JXMN136195,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$534.00,$440.00,Corrosion or incorrect harness connections,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392760,Oxygen Sensor,7HGBK41JXMN136196,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$684.00,$590.00,Damaged HO2S,OEM,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392761,Oxygen Sensor,7HGBK41JXMN136197,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$113.00,$703.00,$590.00,Damaged powertrain control module (PCM),OEM,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392762,Oxygen Sensor,7HGBK41JXMN136198,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$534.00,$440.00,"Fuel System:
Excessive fuel pressure ",Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392763,Oxygen Sensor,7HGBK41JXMN136199,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Leaking/contaminated fuel injectors,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392764,Oxygen Sensor,7HGBK41JXMN136200,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$534.00,$440.00,Leaking fuel pressure regulator,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392765,Oxygen Sensor,7HGBK41JXMN136201,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Low fuel pressure or running out of fuel,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392766,Oxygen Sensor,7HGBK41JXMN136202,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Vapor recovery system,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392767,Oxygen Sensor,7HGBK41JXMN136203,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$572.00,$478.00,"Intake Air System:
Air leaks after the mass air flow (MAF) sensor",Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392768,Oxygen Sensor,7HGBK41JXMN136204,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Vacuum leaks,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392769,Oxygen Sensor,7HGBK41JXMN136205,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$75.00,$650.00,$575.00,Positive crankcase ventilation (PCV) system,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392770,Oxygen Sensor,7HGBK41JXMN136206,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$572.00,$478.00,Improperly seated engine oil dipstick,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392771,Oxygen Sensor,7HGBK41JXMN136191,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$572.00,$478.00,Leaking gasket,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392772,Oxygen Sensor,7HGBK41JXMN137192,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$60.00,$249.00,$189.00,Leaking diaphragm or EGR vacuum regulator,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392773,Oxygen Sensor,7HGBK41JXMN138193,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$94.00,$669.00,$575.00, Stuck EGR valve,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392774,Oxygen Sensor,7HGBK41JXMN139194,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Oil overfill,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392775,Oxygen Sensor,7HGBK41JXMN140195,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$75.00,$360.00,$285.00,Camshaft timing,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392776,Oxygen Sensor,7HGBK41JXMN141196,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$75.00,$360.00,$285.00,Cylinder compression,Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392777,Oxygen Sensor,7HGBK41JXMN142197,NTK oxygen sensors,P0012,"O2 Sensor Signal Biased/Stuck Lean - Bank 1, Sensor 1",$75.00,$360.00,$285.00, Exhaust leaks before or near the HO2S(s),Dealer,autozone.com/diy/diagnostic-trouble-codes/p2195-o2-sensor-signal-biased-stuck-lean-bank-1-sensor-1-code,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392778,Intake air temperature sensor,7HGBK41JXMN143198,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit Low,$134.00,"$2,140.00","$2,006.00",Damaged sensor,OEM,https://www.carparts.com/blog/p0097-code-intake-air-temperature-sensor-iat-sensor-2-circuit-low-bank-1/,http://p0097.enginetroublecode.com/,https://www.yourmechanic.com/article/p0097-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-low-input-by-jay-safford
28392779,Intake air temperature sensor,7HGBK41JXMN144199,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit Low,$134.00,"$2,140.00","$2,006.00",Grounded circuit in the harness,Dealer,https://www.carparts.com/blog/p0097-code-intake-air-temperature-sensor-iat-sensor-2-circuit-low-bank-1/,http://p0097.enginetroublecode.com/,https://www.yourmechanic.com/article/p0097-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-low-input-by-jay-safford
28392780,Intake air temperature sensor,7HGBK41JXMN145200,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit Low,$134.00,"$2,140.00","$2,006.00",Incorrect harness connection,Dealer,https://www.carparts.com/blog/p0097-code-intake-air-temperature-sensor-iat-sensor-2-circuit-low-bank-1/,http://p0097.enginetroublecode.com/,https://www.yourmechanic.com/article/p0097-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-low-input-by-jay-safford
28392781,Intake air temperature sensor,7HGBK41JXMN146201,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit High,$134.00,$484.00,$350.00,Sensor signal short to voltage,Dealer,https://www.carparts.com/blog/p0098-code-iat-sensor-2-circuit-high-bank-1/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-sa,http://p0098.enginetroublecode.com/
28392782,Intake air temperature sensor,7HGBK41JXMN147202,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit High,$134.00,$534.00,$400.00,Damaged sensor,Dealer,https://www.carparts.com/blog/p0098-code-iat-sensor-2-circuit-high-bank-1/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-sa,http://p0098.enginetroublecode.com/
28392783,Intake air temperature sensor,7HGBK41JXMN148203,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit High,$134.00,$484.00,$350.00,Incorrect harness connection,Dealer,https://www.carparts.com/blog/p0098-code-iat-sensor-2-circuit-high-bank-1/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-sa,http://p0098.enginetroublecode.com/
28392784,Intake air temperature sensor,7HGBK41JXMN149204,"Denso Kirloskar Industries Private Limited, Bengaluru",P0068,Intake Air Temperature Sensor 2 Circuit High,$134.00,$484.00,$350.00,Open circuit in the harness,Dealer,https://www.carparts.com/blog/p0098-code-iat-sensor-2-circuit-high-bank-1/,https://www.yourmechanic.com/article/p0098-obd-ii-trouble-code-intake-air-temperature-sensor-2-circuit-high-by-jay-sa,http://p0098.enginetroublecode.com/
28392785,Air flow circuit,7HGBK41JXMN150205,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$461.00,$336.00,MAF sensor disconnected,Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392786,Air flow circuit,7HGBK41JXMN151206,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$461.00,$336.00,MAF circuit open to PCM,Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392787,Air flow circuit,4HGBK41JXMN136191,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$457.00,$332.00,VPWR open to MAF sensor,Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392788,Air flow circuit,4HGBK41JXMN137192,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$461.00,$336.00,PWR GND open to the MAF sensor,Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392789,Air flow circuit,4HGBK41JXMN138193,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$457.00,$332.00,MAF RTN circuit open to PCM,Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392790,Air flow circuit,4HGBK41JXMN139194,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$457.00,$332.00,MAF circuit shorted to GND,Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392791,Air flow circuit,4HGBK41JXMN140195,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$457.00,$332.00,"Intake air leak (near the MAF sensor) 
 A closed throttle indication (throttle position [TP] sensor system)",Dealer,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392792,Air flow circuit,4HGBK41JXMN141196,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit Low,$125.00,$457.00,$332.00,Damaged MAF sensor,Supplier,"https://www.autozone.com/diy/diagnostic-trouble-codes/p0102-mass-air-flow-maf-circuit-low#:~:text=What%20Does%20Code%20P0102%20Mean,traveling%20through%20your%20air%20filter.",  https://www.fixdapp.com/blog/p0102-code/,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392793,Air flow circuit,4HGBK41JXMN142197,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit High,$145.00,$479.00,$334.00,MAF sensor screen is blocked,Supplier,https://www.carparts.com/blog/p0103-code-mass-or-volume-air-flow-a-circuit-high/,  https://www.yourmechanic.com/article/-p0103-obd-ii-trouble-code-p0103-mass-airflow-maf-circuit-high-air-flow-and-high-voltage-output-by-john-nelson,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
28392794,Air flow circuit,4HGBK41JXMN143198,BURAK Metering,P0068,Mass or Volume Air Flow A Circuit High,$145.00,$480.00,$335.00,MAF circuit shorted to voltage,Dealer,https://www.carparts.com/blog/p0103-code-mass-or-volume-air-flow-a-circuit-high/,  https://www.yourmechanic.com/article/-p0103-obd-ii-trouble-code-p0103-mass-airflow-maf-circuit-high-air-flow-and-high-voltage-output-by-john-nelson,https://repairpal.com/estimator/mass-airflow-sensor-replacement-cost
